organisationID,country,nace_2d,nace_4d,nace_section,ht_oecd,ht_oecd_thesis,ht_calvino,ht_pavitt,ht_pavitt_broad,primary_instrument,primary_instrument_thesis,independence,first_grant_year,last_year,offset,ec_predetermined,ec_was_fixed,log_ec,rev_growth,emp_growth,log_rev_pre,log_emp_pre,log_assets_pre,pm_pre,keep_rev,keep_emp
913900051.0,DE,96,9609.0,S,0,0,1,0,0,Other,Other,Partial,2018,2023.0,5.0,50000.0,0,10.819778284410283,,,,,,,False,False
939703021.0,IE,72,7219.0,M,1,1,1,1,1,SME,SME,Partial,2014,2024.0,10.0,50000.0,0,10.819778284410283,,,,,,,False,False
920010566.0,Other,85,8560.0,P,0,0,0,0,0,Early-stage,Early-stage,Unknown,2018,2026.0,8.0,4578000.0,0,15.336772779494648,,,,,,,False,False
957622316.0,IT,72,7211.0,M,1,1,1,1,1,Collaborative,Collaborative,Subsidiary,2015,2024.0,9.0,635875.0,0,13.362757282125067,,,,,,,False,False
938181188.0,IT,69,6920.0,M,0,0,1,0,1,Collaborative,Collaborative,Subsidiary,2015,2024.0,9.0,552936.3200000001,0,13.222998120166721,,,,,,,False,False
963234445.0,FR,58,5829.0,J,1,0,0,0,0,Collaborative,Collaborative,Subsidiary,2015,2024.0,9.0,332000.0,0,12.712890247898626,,,,,,,False,False
970666488.0,ES,72,7219.0,M,1,1,1,1,1,Collaborative,Collaborative,Subsidiary,2015,2024.0,9.0,981717.25,0,13.797058613085774,,,,,,,False,False
951886124.0,IT,28,2820.0,C,0,0,0,0,1,Collaborative,Collaborative,Subsidiary,2015,2024.0,9.0,22708.06,0,10.030475206527747,,,,,,,False,False
885196296.0,Other,41,4110.0,F,0,0,0,0,0,Collaborative,Collaborative,Subsidiary,2023,2024.0,1.0,197575.0,0,12.193873538073175,0.8026546289584395,,11.225376365899317,4.543294782270004,12.695226281073088,7.910666666666667,True,False
954379606.0,AT,72,7219.0,M,1,1,1,1,1,Early-stage,Early-stage,Subsidiary,2016,2024.0,8.0,58500.0,0,10.976782033219948,,,,,,,False,False
938616621.0,FI,70,7022.0,M,0,0,1,0,1,SME,SME,Partial,2015,2025.0,10.0,50000.0,0,10.819778284410283,,,,,,,False,False
898509740.0,NO,35,3511.0,D,0,0,0,0,0,Collaborative,Collaborative,Subsidiary,2020,2024.0,4.0,645575.0,0,13.37789667152019,0.3189317508093197,-1.056052674249314,10.228074552796057,3.5409593240373143,11.405283194725248,14.879999999999999,True,True
961362442.0,FR,77,7711.0,N,0,0,1,0,1,Collaborative,Collaborative,Unknown,2015,2023.0,8.0,265405.0,0,12.48901224019035,,,,,,,False,False
956248117.0,FR,70,7022.0,M,0,0,1,0,1,Collaborative,Collaborative,Unknown,2016,2015.0,-1.0,63032.5,0,11.051405745372803,,,,,,,False,False
934933919.0,IT,26,2600.0,C,1,1,0,1,1,SME,SME,Subsidiary,2018,2024.0,6.0,50000.0,0,10.819778284410283,0.5983651902123253,0.0,7.83044390064207,2.4849066497880004,7.52787736240598,6.303,True,True
944393844.0,Other,74,7490.0,M,0,0,1,0,1,Collaborative,Collaborative,Subsidiary,2015,2024.0,9.0,324665.0,0,12.69054916047316,,,,,,,False,False
896994988.0,FR,71,7112.0,M,0,0,1,0,1,Collaborative,Collaborative,Unknown,2020,2024.0,4.0,150500.0,0,11.921718363171067,2.4014365162273412,,5.253032302332352,,6.803201844953702,,False,False
917034606.0,ES,71,7112.0,M,0,0,1,0,1,Collaborative,Collaborative,Subsidiary,2015,2024.0,9.0,326175.17,0,12.695189847326425,,,,,,,False,False
937089259.0,IT,62,6201.0,J,0,1,1,1,1,Collaborative,Collaborative,Subsidiary,2017,2024.0,7.0,67976.4,0,11.126915865095862,,,,,,,False,False
996433762.0,Other,72,7219.0,M,1,1,1,1,1,Collaborative,Collaborative,Subsidiary,2015,2024.0,9.0,90435.0,0,11.412386639591615,,,,,,,False,False
931362476.0,FR,26,2611.0,C,1,1,0,1,1,Collaborative,Collaborative,Partial,2015,2024.0,9.0,600966.0,0,13.3062936395377,,,,,,,False,False
919299847.0,Other,22,2223.0,C,0,0,0,0,0,Early-stage,Early-stage,Partial,2018,2024.0,6.0,54000.0,0,10.896739325546411,0.8659369212053107,0.5481214085096875,8.076589449361917,4.605170185988092,8.244688448299248,5.398,True,True
896087650.0,IT,26,2651.0,C,1,1,0,1,1,Collaborative,Collaborative,Subsidiary,2021,2024.0,3.0,402353.0,0,12.905085091741336,0.8721882436654695,0.5877866649021193,6.728476687669022,1.6094379124341003,6.247046891899655,9.026,True,True
952593933.0,IT,69,6920.0,M,0,0,1,0,1,Collaborative,Collaborative,Subsidiary,2017,2024.0,7.0,100625.0,0,11.519156014720865,,,,,,,False,False
999555028.0,FI,72,7211.0,M,1,1,1,1,1,Collaborative,Collaborative,Unknown,2018,2024.0,6.0,399404.04,0,12.897728815085452,0.27213771801398146,-0.8472978603872034,7.755338812846501,2.6390573296152584,8.297543529356284,-16.795,True,True
936357103.0,AT,33,3312.0,C,0,0,0,0,1,SME,SME,Independent,2018,2024.0,6.0,50000.0,0,10.819778284410283,,,,,5.199342750892212,,False,False
894212155.0,SE,30,3030.0,C,1,0,1,0,1,Other,Other,Unknown,2020,2024.0,4.0,2500000.0,0,14.73180128983843,,,,,,,False,False
